respondent_id,Q1_age_group,Q2_city_tier,Q3_residence_type,Q4_num_dogs,Q5_dog_type,Q6_ownership_duration,Q7_monthly_spend_inr,Q7_spend_range,Q8_top_spend_category,Q9_online_purchase_freq,Q10_challenges,Q11_vet_discovery,Q12_lost_dog_experience,Q13_pet_space_satisfaction,Q14_preferred_features,Q15_app_usage,Q16_purchase_platform,Q17_location_sharing,Q18_subscription_pref,Q19_adoption_interest,Q20_community_importance,Q21_social_media_dogs,Q22_reviews_importance,Q23_vax_tracking,Q24_emergency_vet_freq,Q25_app_adoption
R1484,Under 18,Tier-3,Non-gated apartment,1 dog,Mixed breed|Indian Pariah,1-3 years,4551.0,2500-5000,Food & treats,Very frequently,Lack of grooming services|No pet-friendly spaces|Travel challenges with dog,Google Maps,Not applicable,Very Dissatisfied,Health/vaccination tracker|Pet-friendly places|Adoption/fostering network,Often,Local pet store,Yes always,One-time purchase,Yes considering,,Active,Very Important,Rely on memory,Once a year or less,Yes
R1485,25-34,Tier-2,Non-gated apartment,1 dog,Rescued stray|Purebred,5+ years,,nan,Food & treats,Frequently,Cannot find dog trainer,Word of mouth,"Yes, very difficult",Dissatisfied,Adoption/fostering network,Rarely,Heads Up For Tails/Supertails,Unsure,Free with ads,No,Not at all,Not interested,Very Important,Spreadsheet/notes app,2-3 times a year,Maybe
R1486,25-34,Tier-2,Other,2 dogs,Indian Pariah,<1 year,-5546.0,5000-10000,Vet & medicines,Frequently,Genuine food/accessories hard to find,Google Maps,No,Very Dissatisfied,Grooming listings|Lost-and-found alerts,Sometimes,Heads Up For Tails/Supertails,,One-time purchase,Yes considering,Not at all,Not interested,Somewhat Important,Rely on memory,Never,Yes
R1487,25-34,Metro,Gated apartment,1 dog,Indian Pariah|Rescued stray,1-3 years,1805.0,1000-2500,Food & treats,Very frequently,Travel challenges with dog,No reliable way,"Yes, managed eventually",Dissatisfied,Community/playdates,Often,Brand website,Yes when using app,Annual sub,Maybe someday,,Passive,Very Important,Rely on memory,Once a year or less,No
R1488,35-44,Metro,,3+ dogs,Indian Pariah|Rescued stray,5+ years,6027.0,5000-10000,Food & treats,Very frequently,Hard to find boarding/walker|No pet-friendly spaces|Lack of grooming services,Social media,"Yes, very difficult",Very Dissatisfied,Nearby vet directory|Pet-friendly places|Lost-and-found alerts,Sometimes,Local pet store,Yes when using app,One-time purchase,Yes considering,Somewhat Important,Passive,Very Important,Rely on memory,2-3 times a year,Yes
R1489,25-34,Metro,,1 dog,Mixed breed,,,nan,Accessories,Occasionally,Lack of grooming services,Pet app,No,Neutral,Lost-and-found alerts|Dog trainer directory|Pet-friendly places,Often,Amazon/Flipkart,No,Free with ads,Yes considering,Neutral,Passive,Not Important,Physical diary,2-3 times a year,Yes
R1490,25-34,Metro,Rented,2 dogs,Purebred,3-5 years,8849.0,5000-10000,Vet & medicines,Rarely,Cannot find dog trainer,Word of mouth,No,Satisfied,Pet-friendly places|Community/playdates,Sometimes,Heads Up For Tails/Supertails,Yes when using app,One-time purchase,Maybe someday,Not at all,Not yet but would,,Rely on memory,More than 3 times,Yes
R1491,25-34,Metro,Independent house,None,nan,Planning to adopt,357.0,<1000,Accessories,Rarely,Losing track of vaccinations|No pet-friendly spaces,Google Maps,No,Dissatisfied,Adoption/fostering network|Nearby vet directory,Sometimes,Don't buy online,Yes always,Monthly sub,Yes actively,Neutral,Passive,Very Important,Don't track,Never,Yes
R1492,25-34,Tier-2,Non-gated apartment,1 dog,Mixed breed|Adopted from shelter,5+ years,,nan,Accessories,Never,No pet-friendly spaces|Lack of grooming services|Hard to find reliable vet,No reliable way,No,Dissatisfied,Dog trainer directory|Grooming listings,Never,Local pet store,No,Free with ads,Yes considering,Somewhat Important,Passive,Very Important,Spreadsheet/notes app,Never,Maybe
R1493,25-34,Tier-3,Non-gated apartment,1 dog,Rescued stray|Mixed breed,3-5 years,,nan,Training,Rarely,Lack of grooming services,Word of mouth,No,Very Dissatisfied,Nearby vet directory,Often,Don't buy online,Yes when using app,Would not pay,Yes considering,Very Important,Not yet but would,Extremely Important,Don't track,,No
R1494,18-24,Tier-3,Gated apartment,1 dog,Rescued stray,3-5 years,4010.0,2500-5000,,Occasionally,Travel challenges with dog|Hard to find reliable vet,Google Maps,No,Satisfied,Lost-and-found alerts|Nearby vet directory,Sometimes,Local pet store,No,Free with ads,Yes considering,Not at all,Passive,Very Important,Physical diary,2-3 times a year,Yes
R1495,35-44,Tier-2,Gated apartment,2 dogs,Purebred|Adopted from shelter,3-5 years,,nan,Food & treats,Never,No local dog owner community|No pet-friendly spaces|Genuine food/accessories hard to find,Word of mouth,"Yes, managed eventually",Dissatisfied,Pet-friendly places|Online marketplace|Adoption/fostering network,Rarely,Heads Up For Tails/Supertails,,Free with ads,Maybe someday,Not at all,Passive,Extremely Important,Don't track,,Yes
R1496,35-44,Metro,Gated apartment,None,Purebred,Planning to adopt,59.0,<1000,nan,Frequently,Travel challenges with dog|Hard to find boarding/walker|No pet-friendly spaces,Google Maps,"Yes, managed eventually",Very Dissatisfied,Pet-friendly places,Sometimes,Local pet store,Unsure,,No,Neutral,Passive,Very Important,Don't track,Never,Maybe
R1497,35-44,Tier-3,Non-gated apartment,None,nan,<1 year,92.0,<1000,Food & treats,Frequently,No pet-friendly spaces|Hard to find reliable vet|Genuine food/accessories hard to find,Word of mouth,"Yes, very difficult",Dissatisfied,Lost-and-found alerts|Boarding/walking listings,Rarely,Local pet store,No,Monthly sub,Yes actively,Somewhat Important,Passive,Very Important,Don't track,,No
R1498,25-34,Tier-3,Rented,2 dogs,Mixed breed,1-3 years,6247.0,5000-10000,Vet & medicines,Rarely,Lack of grooming services|No pet-friendly spaces|Genuine food/accessories hard to find,Social media,No,Very Dissatisfied,Online marketplace|Pet-friendly places|Event calendar,Sometimes,Local pet store,Yes when using app,One-time purchase,Yes considering,Not Important,Active,Very Important,Rely on memory,More than 3 times,Yes
R1499,25-34,Metro,Non-gated apartment,1 dog,Mixed breed,<1 year,3730.0,2500-5000,Accessories,Frequently,Losing track of vaccinations,No reliable way,No,Satisfied,Dog trainer directory,Never,Local pet store,Yes when using app,Freemium,Yes actively,Not at all,Not interested,Very Important,Rely on memory,Once a year or less,No
R1500,45-59,Tier-2,Non-gated apartment,1 dog,Mixed breed,3-5 years,3551.0,  2500-5000  ,Boarding/walking,Frequently,Hard to find reliable vet|No local dog owner community|No pet-friendly spaces,,Not applicable,Dissatisfied,Pet-friendly places,Often,Instagram/social,Yes always,Free with ads,No,Somewhat Important,Active,Extremely Important,Spreadsheet/notes app,Never,Yes
R1501,25-34,Metro,Gated apartment,1 dog,Indian Pariah,5+ years,6774.0,5000-10000,Training,Rarely,No pet-friendly spaces|Losing track of vaccinations|Travel challenges with dog,,"Yes, managed eventually",Very Dissatisfied,Nearby vet directory,Sometimes,Amazon/Flipkart,Yes when using app,Would not pay,Yes considering,Somewhat Important,Not yet but would,Very Important,Spreadsheet/notes app,Once a year or less,Maybe
R1502,25-34,Tier-3,Independent house,2 dogs,Indian Pariah,1-3 years,7366.0,5000-10000,Vet & medicines,Frequently,Hard to find boarding/walker,Word of mouth,"Yes, managed eventually",Neutral,Lost-and-found alerts,Never,Brand website,No,Freemium,Maybe someday,Somewhat Important,Passive,Very Important,Spreadsheet/notes app,Never,Maybe
R1503,Under 18,rural,Gated apartment,1 dog,Rescued stray,<1 year,4126.0,2500-5000,Grooming,Rarely,Lack of grooming services|Travel challenges with dog|Hard to find boarding/walker,Google Maps,"Yes, very difficult",Satisfied,Grooming listings,Sometimes,Local pet store,Yes always,Free with ads,Yes actively,Very Important,Active,Extremely Important,Physical diary,,No
R1504,25-34,Metro,Gated apartment,1 dog,Adopted from shelter|Rescued stray,1-3 years,,nan,Food & treats,Never,Hard to find reliable vet,Google Maps,No,Satisfied,Health/vaccination tracker|Community/playdates,Often,Instagram/social,No,Would not pay,Yes considering,Neutral,Not yet but would,Very Important,Rely on memory,2-3 times a year,Yes
R1505,25-34,Tier-3,Gated apartment,1 dog,Adopted from shelter|Indian Pariah,3-5 years,4511.0,2500-5000,Vet & medicines,Occasionally,Difficulty adopting/fostering|Hard to find boarding/walker,Google Maps,No,Neutral,Health/vaccination tracker,Never,Local pet store,,Freemium,Yes considering,Somewhat Important,Not yet but would,Very Important,Spreadsheet/notes app,2-3 times a year,Yes
R1506,25-34,tier-2,Independent house,3+ dogs,Mixed breed,3-5 years,6750.0,5000-10000,Accessories,Occasionally,Losing track of vaccinations|Hard to find reliable vet,Word of mouth,"Yes, managed eventually",Neutral,Health/vaccination tracker|Event calendar,Never,Instagram/social,Unsure,Free with ads,Yes considering,Not Important,Not yet but would,Very Important,Rely on memory,Once a year or less,Maybe
R1507,35-44,Rural,Gated apartment,1 dog,Rescued stray,1-3 years,,nan,Food & treats,Never,Lack of grooming services|Cannot find dog trainer|Travel challenges with dog,Word of mouth,"Yes, very difficult",Neutral,Pet-friendly places|Lost-and-found alerts|Nearby vet directory,,Heads Up For Tails/Supertails,Yes when using app,Annual sub,Maybe someday,Somewhat Important,Not yet but would,Extremely Important,Rely on memory,Never,Yes
R1508,25-34,Tier-2,Gated apartment,1 dog,Rescued stray,5+ years,3753.0,2500-5000,Vet & medicines,Occasionally,Hard to find boarding/walker|Losing track of vaccinations|Difficulty adopting/fostering,Google Maps,No,Dissatisfied,Online marketplace|Community/playdates,Sometimes,Amazon/Flipkart,No,Would not pay,Yes considering,Very Important,Passive,Very Important,Don't track,Once a year or less,Maybe
R1509,35-44,Tier-3,Gated apartment,1 dog,Indian Pariah|Mixed breed,5+ years,1447.0,1000-2500,Accessories,Very frequently,Difficulty adopting/fostering|Hard to find reliable vet,No reliable way,"Yes, very difficult",Satisfied,Online marketplace|Nearby vet directory|Lost-and-found alerts,Sometimes,Local pet store,Yes always,One-time purchase,Yes considering,Neutral,Passive,Somewhat Important,Physical diary,Once a year or less,Maybe
R1510,35-44,Metro,Gated apartment,3+ dogs,Mixed breed,5+ years,9063.0,5000-10000,Food & treats,Frequently,No pet-friendly spaces|Losing track of vaccinations|No local dog owner community,Word of mouth,"Yes, managed eventually",Very Dissatisfied,Pet-friendly places,Sometimes,Local pet store,Yes always,Free with ads,Yes considering,Very Important,Not interested,Somewhat Important,Spreadsheet/notes app,Once a year or less,No
R1511,45-59,Metro,Independent house,2 dogs,Rescued stray|Adopted from shelter,3-5 years,7315.0,5000-10000,Online marketplace,Frequently,Travel challenges with dog,Social media,No,Dissatisfied,Adoption/fostering network|Lost-and-found alerts,Often,Local pet store,Yes always,Free with ads,Yes considering,Somewhat Important,Active,Very Important,Rely on memory,2-3 times a year,Yes
R1512,35-44,Metro,Rented,3+ dogs,Adopted from shelter|Purebred,3-5 years,10168.0,>10000,Food & treats,Frequently,Lack of grooming services|Hard to find reliable vet,Google Maps,"Yes, managed eventually",Very Satisfied,Dog trainer directory|Health/vaccination tracker,Rarely,Local pet store,Yes when using app,Freemium,Maybe someday,Very Important,Active,Very Important,Don't track,Once a year or less,Yes
R1513,60+,Rural,Rented,None,nan,Planning to adopt,115.0,<1000,Training,Frequently,Losing track of vaccinations|Hard to find reliable vet,Word of mouth,"Yes, managed eventually",Dissatisfied,Adoption/fostering network,,Amazon/Flipkart,Unsure,Freemium,Yes considering,Neutral,Not yet but would,Somewhat Important,Don't track,Never,Maybe
R1514,Under 18,Tier-3,Non-gated apartment,None,Purebred,Planning to adopt,,nan,Food & treats,Never,Hard to find reliable vet,Google Maps,No,Very Dissatisfied,Nearby vet directory|Boarding/walking listings,Never,Don't buy online,No,Freemium,No,,Passive,Very Important,Don't track,Never,No
R1515,18-24,Tier-3,Independent house,1 dog,Adopted from shelter|Rescued stray,<1 year,2703.0,2500-5000,Food & treats,Very frequently,No pet-friendly spaces|Hard to find reliable vet,Social media,"Yes, managed eventually",Satisfied,Nearby vet directory|Online marketplace|Dog trainer directory,Rarely,Amazon/Flipkart,Yes when using app,Annual sub,Yes considering,Somewhat Important,Not yet but would,Very Important,Physical diary,Once a year or less,Maybe
R1516,Under 18,Rural,Rented,2 dogs,Adopted from shelter,5+ years,,nan,Food & treats,Frequently,Genuine food/accessories hard to find|Lack of grooming services|Hard to find reliable vet,Google Maps,"Yes, very difficult",Very Dissatisfied,Health/vaccination tracker,Rarely,Heads Up For Tails/Supertails,Unsure,Free with ads,No,Somewhat Important,Passive,Somewhat Important,Dedicated pet app,Once a year or less,Maybe
R1517,35-44,Metro,Rented,1 dog,Rescued stray,3-5 years,4181.0,2500-5000,Grooming,Rarely,Genuine food/accessories hard to find,Word of mouth,"Yes, managed eventually",Dissatisfied,Grooming listings|Lost-and-found alerts|Nearby vet directory,Often,Heads Up For Tails/Supertails,No,Monthly sub,Maybe someday,Very Important,Not interested,Somewhat Important,Physical diary,Never,Maybe
R1518,45-59,Metro,Non-gated apartment,1 dog,Adopted from shelter,1-3 years,3506.0,2500-5000,Accessories,Occasionally,Difficulty adopting/fostering,Pet app,"Yes, very difficult",Very Dissatisfied,Nearby vet directory|Grooming listings,Sometimes,Instagram/social,,Would not pay,Yes considering,Neutral,Passive,Very Important,Physical diary,2-3 times a year,Maybe
R1519,25-34,Metro,Independent house,2 dogs,Purebred,1-3 years,6849.0,5000-10000,Grooming,Occasionally,Difficulty adopting/fostering|Lack of grooming services|Hard to find reliable vet,Word of mouth,No,Dissatisfied,Event calendar|Grooming listings|Health/vaccination tracker,Rarely,Local pet store,Yes when using app,Freemium,Yes actively,Very Important,Passive,Extremely Important,Rely on memory,Never,Maybe
R1520,60+,Metro,Non-gated apartment,None,nan,Planning to adopt,,nan,Training,Never,No pet-friendly spaces|Hard to find boarding/walker,Word of mouth,No,Dissatisfied,Adoption/fostering network|Dog trainer directory,Sometimes,Local pet store,Yes when using app,Freemium,Yes actively,Not at all,Active,Very Important,Don't track,Once a year or less,Maybe
R1521,18-24,Metro,Rented,1 dog,Rescued stray,5+ years,5488.0,5000-10000,Accessories,Rarely,Hard to find reliable vet|Cannot find dog trainer|Lack of grooming services,Google Maps,"Yes, very difficult",Satisfied,Nearby vet directory,Sometimes,Amazon/Flipkart,Yes when using app,,Yes considering,Neutral,Not yet but would,Extremely Important,Rely on memory,2-3 times a year,Maybe
R1522,60+,Tier-2,Non-gated apartment,1 dog,Indian Pariah|Rescued stray,1-3 years,2196.0,1000-2500,Food & treats,Never,Travel challenges with dog|Losing track of vaccinations|Lack of grooming services,Word of mouth,No,Neutral,Pet-friendly places|Online marketplace,Sometimes,Amazon/Flipkart,No,Free with ads,No,Not Important,Passive,Very Important,Physical diary,Never,Maybe
R1523,25-34,Metro,Non-gated apartment,1 dog,Indian Pariah|Mixed breed,5+ years,4607.0,2500-5000,Grooming,Frequently,Genuine food/accessories hard to find|Losing track of vaccinations|Hard to find reliable vet,Word of mouth,"Yes, managed eventually",Dissatisfied,Lost-and-found alerts|Health/vaccination tracker|Online marketplace,Often,Heads Up For Tails/Supertails,Yes always,,No,Very Important,Not interested,Very Important,,Never,Yes
R1524,18-24,Metro,Gated apartment,2 dogs,Indian Pariah,3-5 years,5988.0,5000-10000,Food & treats,Never,Hard to find reliable vet|Lack of grooming services|No pet-friendly spaces,Google Maps,No,,Event calendar,Never,Amazon/Flipkart,Unsure,Free with ads,No,Very Important,Active,Very Important,Rely on memory,More than 3 times,Maybe
R1525,25-34,Metro,Gated apartment,1 dog,Adopted from shelter,5+ years,-4138.0,2500-5000,Vet & medicines,Rarely,Hard to find reliable vet|Hard to find boarding/walker,Social media,No,Dissatisfied,Pet-friendly places,Sometimes,Local pet store,Yes when using app,Free with ads,Yes considering,Somewhat Important,Passive,Somewhat Important,,Once a year or less,No
R1526,25-34,Metro,Independent house,1 dog,Purebred,3-5 years,3913.0,2500-5000,Food & treats,Never,Difficulty adopting/fostering|No pet-friendly spaces,Google Maps,"Yes, managed eventually",Dissatisfied,Nearby vet directory|Event calendar,Sometimes,Amazon/Flipkart,No,Annual sub,Yes considering,Neutral,Active,Very Important,Rely on memory,Never,Yes
R1527,25-34,Rural,Non-gated apartment,1 dog,Indian Pariah,5+ years,3588.0,2500-5000,Food & treats,Frequently,No local dog owner community|Lack of grooming services,Social media,"Yes, very difficult",Neutral,Pet-friendly places|Online marketplace|Grooming listings,Sometimes,Brand website,Yes when using app,Free with ads,Maybe someday,Somewhat Important,Passive,Very Important,Rely on memory,Never,Maybe
